root_seed,key_mode,fraction,mask_index,dropped_mec_units,position_accuracy,cue_accuracy,lec_cosine,key_cosine
51001,normal,0.0,0,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.0,1,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.0,2,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.0,3,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.0,4,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.0,5,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.0,6,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.0,7,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.0,8,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.0,9,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.0,10,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.0,11,0,0.78,1.0,0.6398273238163865,1.0
51001,normal,0.25,0,6,0.4,1.0,0.6315876535898893,0.8316503106812881
51001,normal,0.25,1,6,0.38,1.0,0.6396715519553434,0.8492354476027184
51001,normal,0.25,2,6,0.48,1.0,0.6394760677702606,0.8736606354578821
51001,normal,0.25,3,6,0.54,1.0,0.6386737327362693,0.8060722856230709
51001,normal,0.25,4,6,0.42,1.0,0.6399104284519028,0.8267279212197051
51001,normal,0.25,5,6,0.48,1.0,0.6384327043015374,0.8213962088507583
51001,normal,0.25,6,6,0.58,1.0,0.6397594495007937,0.8368874185823074
51001,normal,0.25,7,6,0.36,1.0,0.639943522940483,0.8050138093568557
51001,normal,0.25,8,6,0.4,1.0,0.639663455508018,0.8306887411348619
51001,normal,0.25,9,6,0.4,1.0,0.6399639344519702,0.8055123773820587
51001,normal,0.25,10,6,0.56,1.0,0.6394189794056052,0.814113305864243
51001,normal,0.25,11,6,0.52,1.0,0.6398924957203697,0.8273015553175596
51001,normal,0.5,0,12,0.34,1.0,0.6367366630621333,0.7308659820940363
51001,normal,0.5,1,12,0.28,1.0,0.6397741620722724,0.6778560618847114
51001,normal,0.5,2,12,0.24,1.0,0.6386619043628875,0.7425992224661754
51001,normal,0.5,3,12,0.22,1.0,0.6399408806621367,0.7349061209036262
51001,normal,0.5,4,12,0.2,1.0,0.6399958840813847,0.7051002235764902
51001,normal,0.5,5,12,0.26,1.0,0.639998233493972,0.7173058342689191
51001,normal,0.5,6,12,0.32,1.0,0.6399666256871557,0.7403307830747906
51001,normal,0.5,7,12,0.22,1.0,0.6354817504159179,0.7154744488540579
51001,normal,0.5,8,12,0.18,1.0,0.6399936433350796,0.7013832022227743
51001,normal,0.5,9,12,0.34,1.0,0.6345423387958701,0.7331104680665887
51001,normal,0.5,10,12,0.22,1.0,0.6399084404554898,0.6944733228183756
51001,normal,0.5,11,12,0.34,1.0,0.6399911749838333,0.7561976916201104
51001,normal,0.75,0,19,0.08,1.0,0.6399466113622743,0.6283606607093072
51001,normal,0.75,1,19,0.18,1.0,0.6399714653187609,0.6547656133697909
51001,normal,0.75,2,19,0.04,1.0,0.6399926102959576,0.6125985349646396
51001,normal,0.75,3,19,0.1,1.0,0.6399242676865946,0.6173572950509719
51001,normal,0.75,4,19,0.16,1.0,0.6399943065486174,0.6429468128347818
51001,normal,0.75,5,19,0.1,1.0,0.6399923058343826,0.6469819506289758
51001,normal,0.75,6,19,0.2,1.0,0.6229391760897994,0.6035655478785283
51001,normal,0.75,7,19,0.14,1.0,0.6399969054693699,0.6559146588549577
51001,normal,0.75,8,19,0.1,1.0,0.6399808270367285,0.6268525963928241
51001,normal,0.75,9,19,0.16,1.0,0.6398190453445696,0.6280808997998661
51001,normal,0.75,10,19,0.18,1.0,0.639986095910984,0.6379068431110245
51001,normal,0.75,11,19,0.1,1.0,0.6399942470748782,0.6308513833874294
51001,normal,0.9,0,22,0.12,1.0,0.6399991287533724,0.6319115911810139
51001,normal,0.9,1,22,0.06,1.0,0.6399977964229352,0.6039897248924612
51001,normal,0.9,2,22,0.08,1.0,0.6395553300283919,0.6019781337709884
51001,normal,0.9,3,22,0.1,1.0,0.6399856291678213,0.5923584755401355
51001,normal,0.9,4,22,0.06,1.0,0.6399804490704992,0.5868919196912339
51001,normal,0.9,5,22,0.06,1.0,0.6399972335285864,0.5868217518434219
51001,normal,0.9,6,22,0.06,1.0,0.6399926834108536,0.6018262921453809
51001,normal,0.9,7,22,0.1,1.0,0.6399984975580773,0.6181873754263268
51001,normal,0.9,8,22,0.08,1.0,0.6328453037958073,0.6008115383009617
51001,normal,0.9,9,22,0.08,1.0,0.6399994411309575,0.6244436937702791
51001,normal,0.9,10,22,0.06,1.0,0.6399975774757601,0.6360292467859481
51001,normal,0.9,11,22,0.08,1.0,0.6399993536784856,0.5919814478338138
51001,shuffled,0.0,0,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.0,1,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.0,2,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.0,3,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.0,4,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.0,5,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.0,6,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.0,7,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.0,8,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.0,9,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.0,10,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.0,11,0,0.56,1.0,0.6399942338277087,1.0
51001,shuffled,0.25,0,6,0.44,1.0,0.6389009695594379,0.850806296611873
51001,shuffled,0.25,1,6,0.46,1.0,0.6399889932898097,0.80415047588758
51001,shuffled,0.25,2,6,0.38,1.0,0.6394857464936158,0.8467101182558692
51001,shuffled,0.25,3,6,0.5,1.0,0.6384175074888185,0.8312023521916002
51001,shuffled,0.25,4,6,0.36,1.0,0.6399330803240825,0.8061815590051258
51001,shuffled,0.25,5,6,0.44,1.0,0.6398940966555648,0.8299311338353634
51001,shuffled,0.25,6,6,0.46,1.0,0.639473319953849,0.8662819869583289
51001,shuffled,0.25,7,6,0.3,1.0,0.6353270584694005,0.8088590353777491
51001,shuffled,0.25,8,6,0.34,1.0,0.6395580636495245,0.8258477068261187
51001,shuffled,0.25,9,6,0.42,1.0,0.6384380273789085,0.8360710572932604
51001,shuffled,0.25,10,6,0.38,1.0,0.6391602244087804,0.8328291773842369
51001,shuffled,0.25,11,6,0.36,1.0,0.6394386070311443,0.8254786491802772
51001,shuffled,0.5,0,12,0.32,1.0,0.6357777577368856,0.7280504830871821
51001,shuffled,0.5,1,12,0.28,1.0,0.6399714543516478,0.6949921977521728
51001,shuffled,0.5,2,12,0.22,1.0,0.6241442907828172,0.6953299612290871
51001,shuffled,0.5,3,12,0.34,1.0,0.6104803101012117,0.7210582855300568
51001,shuffled,0.5,4,12,0.32,1.0,0.6371531518889614,0.6896228928220894
51001,shuffled,0.5,5,12,0.28,1.0,0.639829611685148,0.6846443001962673
51001,shuffled,0.5,6,12,0.2,1.0,0.6370408055636345,0.6901619418076921
51001,shuffled,0.5,7,12,0.28,1.0,0.6191753779030907,0.6714197063888512
51001,shuffled,0.5,8,12,0.28,1.0,0.6367056601929524,0.7424150096259945
51001,shuffled,0.5,9,12,0.28,1.0,0.6312569383040824,0.6949520578552015
51001,shuffled,0.5,10,12,0.18,1.0,0.6398655043953236,0.7142702589036384
51001,shuffled,0.5,11,12,0.22,1.0,0.6398746319565879,0.725611197612023
51001,shuffled,0.75,0,19,0.12,1.0,0.6390759996651971,0.5764686482136572
51001,shuffled,0.75,1,19,0.1,1.0,0.6369328393924579,0.594489540983895
51001,shuffled,0.75,2,19,0.16,1.0,0.6350161312115513,0.6001781476035176
51001,shuffled,0.75,3,19,0.14,1.0,0.6355951152855183,0.5804240393824788
51001,shuffled,0.75,4,19,0.06,1.0,0.6376101738018157,0.5668489601993855
51001,shuffled,0.75,5,19,0.16,1.0,0.6341872583534698,0.5928199033194349
51001,shuffled,0.75,6,19,0.12,1.0,0.6377733571440665,0.6032331506136018
51001,shuffled,0.75,7,19,0.16,1.0,0.634150344326474,0.5960349524237575
51001,shuffled,0.75,8,19,0.1,1.0,0.6390150425137502,0.5988793081762083
51001,shuffled,0.75,9,19,0.1,1.0,0.6298987278534828,0.5665164381738304
51001,shuffled,0.75,10,19,0.06,1.0,0.6385023250714205,0.535173751577733
51001,shuffled,0.75,11,19,0.1,1.0,0.6359917641991665,0.5770175544147518
51001,shuffled,0.9,0,22,0.08,1.0,0.6383955450874309,0.5427251439695359
51001,shuffled,0.9,1,22,0.08,1.0,0.6370059685351481,0.5680320096659023
51001,shuffled,0.9,2,22,0.08,1.0,0.6358771511878962,0.5608094406981474
51001,shuffled,0.9,3,22,0.08,1.0,0.6387331588930119,0.5709573249793398
51001,shuffled,0.9,4,22,0.06,1.0,0.638133687742996,0.5599984198699969
51001,shuffled,0.9,5,22,0.08,1.0,0.6389193865104537,0.5898833144298441
51001,shuffled,0.9,6,22,0.1,1.0,0.6335546255771127,0.5315446002330608
51001,shuffled,0.9,7,22,0.04,1.0,0.6319542589188002,0.5617780610930387
51001,shuffled,0.9,8,22,0.06,1.0,0.6393429074594598,0.5405049033417866
51001,shuffled,0.9,9,22,0.12,1.0,0.6332379216346914,0.5699911595919844
51001,shuffled,0.9,10,22,0.08,1.0,0.6383914238098854,0.5765181862950055
51001,shuffled,0.9,11,22,0.06,1.0,0.6377554764203821,0.5762270175176866
51001,dense,0.0,0,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.0,1,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.0,2,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.0,3,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.0,4,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.0,5,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.0,6,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.0,7,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.0,8,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.0,9,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.0,10,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.0,11,0,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,0,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,1,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,2,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,3,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,4,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,5,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,6,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,7,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,8,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,9,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,10,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.25,11,6,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,0,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,1,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,2,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,3,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,4,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,5,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,6,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,7,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,8,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,9,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,10,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.5,11,12,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,0,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,1,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,2,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,3,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,4,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,5,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,6,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,7,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,8,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,9,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,10,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.75,11,19,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,0,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,1,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,2,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,3,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,4,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,5,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,6,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,7,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,8,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,9,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,10,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,dense,0.9,11,22,0.02,0.5,0.15457233088421082,0.9999999999999999
51001,identity,0.0,0,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.0,1,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.0,2,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.0,3,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.0,4,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.0,5,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.0,6,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.0,7,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.0,8,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.0,9,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.0,10,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.0,11,0,0.88,1.0,0.6398296787055784,1.0
51001,identity,0.25,0,6,0.64,1.0,0.638910880283266,0.9276866655140066
51001,identity,0.25,1,6,0.7,1.0,0.6398912982939309,0.9455569850094011
51001,identity,0.25,2,6,0.58,1.0,0.6399053443101218,0.9272060580605398
51001,identity,0.25,3,6,0.64,1.0,0.6394952533869926,0.9367448926331531
51001,identity,0.25,4,6,0.6,1.0,0.6398012213225401,0.9160368229065478
51001,identity,0.25,5,6,0.6,1.0,0.6394833846521584,0.9401494676441969
51001,identity,0.25,6,6,0.58,1.0,0.6389629904252548,0.9420415657070113
51001,identity,0.25,7,6,0.6,1.0,0.6394141184050585,0.9374785844572007
51001,identity,0.25,8,6,0.64,1.0,0.6399736835150662,0.934896148926665
51001,identity,0.25,9,6,0.56,1.0,0.6393204341472339,0.9266758789766618
51001,identity,0.25,10,6,0.58,1.0,0.6394692774766418,0.9323175990407949
51001,identity,0.25,11,6,0.72,1.0,0.6398956666400366,0.9292427307975434
51001,identity,0.5,0,12,0.42,1.0,0.6383609986306898,0.8558945522417746
51001,identity,0.5,1,12,0.4,1.0,0.6377950449308858,0.8491351271460708
51001,identity,0.5,2,12,0.44,1.0,0.6385010701757962,0.886680131989613
51001,identity,0.5,3,12,0.28,1.0,0.6383059355386136,0.8687150011755601
51001,identity,0.5,4,12,0.34,1.0,0.6388235590542106,0.8416724189400173
51001,identity,0.5,5,12,0.32,1.0,0.6373666920106655,0.8496755745782059
51001,identity,0.5,6,12,0.34,1.0,0.6381277280903788,0.8732741124756903
51001,identity,0.5,7,12,0.32,1.0,0.6387008870031938,0.8373955845939439
51001,identity,0.5,8,12,0.28,1.0,0.6388428477524657,0.8535186625498997
51001,identity,0.5,9,12,0.32,1.0,0.6395216004186459,0.8739840162764173
51001,identity,0.5,10,12,0.28,1.0,0.6380303285911667,0.8658301046252348
51001,identity,0.5,11,12,0.42,1.0,0.6380427724648264,0.8693701839270456
51001,identity,0.75,0,19,0.08,1.0,0.6348029333537933,0.7672410993475464
51001,identity,0.75,1,19,0.1,1.0,0.6367092832763092,0.7792521293352448
51001,identity,0.75,2,19,0.02,1.0,0.633867305995681,0.7954458634545037
51001,identity,0.75,3,19,0.14,1.0,0.6343061932573625,0.7703237243224015
51001,identity,0.75,4,19,0.16,1.0,0.6355997875945083,0.7901136340572349
51001,identity,0.75,5,19,0.12,1.0,0.6354584562022001,0.76851913895505
51001,identity,0.75,6,19,0.14,1.0,0.6357090803668849,0.7751070539331485
51001,identity,0.75,7,19,0.12,1.0,0.6354474548422041,0.808405334984004
51001,identity,0.75,8,19,0.12,1.0,0.6373797789364127,0.7854258120085273
51001,identity,0.75,9,19,0.06,1.0,0.6312638269975622,0.7756923884277925
51001,identity,0.75,10,19,0.08,1.0,0.637228254375418,0.773378007972464
51001,identity,0.75,11,19,0.2,1.0,0.6336875841844641,0.7824480388843276
51001,identity,0.9,0,22,0.06,1.0,0.6287114257412624,0.7480348627972656
51001,identity,0.9,1,22,0.04,1.0,0.6343513656233296,0.7512142796889901
51001,identity,0.9,2,22,0.06,1.0,0.6326910784878723,0.748997896042891
51001,identity,0.9,3,22,0.02,1.0,0.6334612975936169,0.7498841371724387
51001,identity,0.9,4,22,0.02,1.0,0.6302208662483256,0.7500475147988446
51001,identity,0.9,5,22,0.02,1.0,0.634119368246632,0.747645352216675
51001,identity,0.9,6,22,0.0,1.0,0.6353011527923651,0.7504587342749884
51001,identity,0.9,7,22,0.06,1.0,0.6325733525881819,0.749597290502227
51001,identity,0.9,8,22,0.04,1.0,0.6328634056629958,0.7521461176769644
51001,identity,0.9,9,22,0.08,1.0,0.636789519314176,0.7505346107436509
51001,identity,0.9,10,22,0.04,1.0,0.6315929134343962,0.7479545709674794
51001,identity,0.9,11,22,0.04,1.0,0.6321193553314158,0.7468303923205682
51002,normal,0.0,0,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.0,1,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.0,2,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.0,3,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.0,4,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.0,5,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.0,6,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.0,7,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.0,8,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.0,9,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.0,10,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.0,11,0,0.62,1.0,0.639998142727983,1.0
51002,normal,0.25,0,6,0.42,1.0,0.6399971326446388,0.8732285325658603
51002,normal,0.25,1,6,0.34,1.0,0.639997067964206,0.8372358093658907
51002,normal,0.25,2,6,0.34,1.0,0.6397785045034985,0.8271982032376808
51002,normal,0.25,3,6,0.28,1.0,0.6399994771263695,0.8428569529499766
51002,normal,0.25,4,6,0.4,1.0,0.6395856652941313,0.8615615417610735
51002,normal,0.25,5,6,0.38,1.0,0.6399883764738022,0.8494069867723446
51002,normal,0.25,6,6,0.38,1.0,0.6386057802435409,0.858712310144313
51002,normal,0.25,7,6,0.34,1.0,0.6391700084247808,0.8662916915318395
51002,normal,0.25,8,6,0.36,1.0,0.6399983777169024,0.8330607464484627
51002,normal,0.25,9,6,0.36,1.0,0.6399981102582631,0.8123606349478352
51002,normal,0.25,10,6,0.36,1.0,0.6395437691277788,0.8600261507121619
51002,normal,0.25,11,6,0.44,1.0,0.6399944319640334,0.8777026299951252
51002,normal,0.5,0,12,0.24,1.0,0.6376354833108934,0.7871053952247415
51002,normal,0.5,1,12,0.18,1.0,0.6392048878685032,0.7218602322142038
51002,normal,0.5,2,12,0.34,1.0,0.6389133364972404,0.7899012494727974
51002,normal,0.5,3,12,0.22,1.0,0.6394693399508377,0.7064417966450375
51002,normal,0.5,4,12,0.14,1.0,0.6383918231806388,0.6600346322214189
51002,normal,0.5,5,12,0.24,1.0,0.6395766134624316,0.7597656714018293
51002,normal,0.5,6,12,0.16,1.0,0.6388435075895337,0.7699914495447832
51002,normal,0.5,7,12,0.22,1.0,0.6399814242387494,0.7350653886651888
51002,normal,0.5,8,12,0.16,1.0,0.6356504228267815,0.7420617124209561
51002,normal,0.5,9,12,0.16,1.0,0.6367301352438072,0.724000100291403
51002,normal,0.5,10,12,0.18,1.0,0.6393279876975769,0.7172617319479471
51002,normal,0.5,11,12,0.24,1.0,0.6380742767909026,0.7558322555056037
51002,normal,0.75,0,19,0.16,1.0,0.636345383137171,0.6488427743096088
51002,normal,0.75,1,19,0.16,1.0,0.6369285377935541,0.6724852323560263
51002,normal,0.75,2,19,0.18,1.0,0.6392472526932641,0.694201530112196
51002,normal,0.75,3,19,0.08,1.0,0.6341847163740568,0.6194818660742584
51002,normal,0.75,4,19,0.12,1.0,0.6388191428010519,0.661217779375663
51002,normal,0.75,5,19,0.16,1.0,0.6329549147361672,0.6718408125061006
51002,normal,0.75,6,19,0.12,1.0,0.6347236977976655,0.6363298532922038
51002,normal,0.75,7,19,0.08,1.0,0.6384906809128856,0.638760501026956
51002,normal,0.75,8,19,0.08,1.0,0.6379344323730662,0.6456876299358706
51002,normal,0.75,9,19,0.12,1.0,0.6359637971947106,0.6326189991605422
51002,normal,0.75,10,19,0.12,1.0,0.6376273161645183,0.6611753927301754
51002,normal,0.75,11,19,0.08,1.0,0.6335726830709588,0.6580401705591654
51002,normal,0.9,0,22,0.1,1.0,0.638905698474868,0.6282411463835945
51002,normal,0.9,1,22,0.06,1.0,0.6364945132925627,0.6136285785795252
51002,normal,0.9,2,22,0.04,1.0,0.632461698175142,0.6065471591453262
51002,normal,0.9,3,22,0.1,1.0,0.6356722436570247,0.6447234083405655
51002,normal,0.9,4,22,0.1,1.0,0.6367060463377183,0.6232353662911485
51002,normal,0.9,5,22,0.04,1.0,0.6390455817253882,0.6247467901018894
51002,normal,0.9,6,22,0.06,1.0,0.6324638597637862,0.6122608418386126
51002,normal,0.9,7,22,0.08,1.0,0.6367319443495706,0.6068669311210645
51002,normal,0.9,8,22,0.08,1.0,0.6318367996085342,0.6381651806406723
51002,normal,0.9,9,22,0.02,1.0,0.6351079161451092,0.6125384205966315
51002,normal,0.9,10,22,0.08,1.0,0.6328707682987459,0.6159918649857254
51002,normal,0.9,11,22,0.06,1.0,0.6384295800796154,0.6090928246507508
51002,shuffled,0.0,0,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.0,1,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.0,2,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.0,3,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.0,4,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.0,5,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.0,6,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.0,7,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.0,8,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.0,9,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.0,10,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.0,11,0,0.68,1.0,0.6399604129568889,1.0
51002,shuffled,0.25,0,6,0.42,1.0,0.6398378544048822,0.8392282941828357
51002,shuffled,0.25,1,6,0.26,1.0,0.6396934394055392,0.8456095846406803
51002,shuffled,0.25,2,6,0.32,1.0,0.6395602951844552,0.820169518269466
51002,shuffled,0.25,3,6,0.46,1.0,0.6399111282219928,0.8791509075348841
51002,shuffled,0.25,4,6,0.42,1.0,0.6397302057358569,0.8615184773026527
51002,shuffled,0.25,5,6,0.3,1.0,0.6387187750645459,0.8288144608256737
51002,shuffled,0.25,6,6,0.5,1.0,0.6364205937828586,0.8629899190037855
51002,shuffled,0.25,7,6,0.4,1.0,0.6399394518240434,0.8538287217231225
51002,shuffled,0.25,8,6,0.54,1.0,0.639919907181453,0.8704402012255408
51002,shuffled,0.25,9,6,0.38,1.0,0.6399859370919827,0.8535065031406381
51002,shuffled,0.25,10,6,0.5,1.0,0.6390256180279021,0.8827824495728186
51002,shuffled,0.25,11,6,0.46,1.0,0.6387360932737539,0.8730140090700625
51002,shuffled,0.5,0,12,0.2,1.0,0.6395231902168625,0.7332127035833363
51002,shuffled,0.5,1,12,0.26,1.0,0.638704918290363,0.7668525343017669
51002,shuffled,0.5,2,12,0.24,1.0,0.639963181052416,0.7451009893541358
51002,shuffled,0.5,3,12,0.18,1.0,0.6398325769485593,0.7258620808333834
51002,shuffled,0.5,4,12,0.22,1.0,0.639734562418548,0.7221607238027107
51002,shuffled,0.5,5,12,0.16,1.0,0.6399936659340433,0.733610635410844
51002,shuffled,0.5,6,12,0.2,1.0,0.6398829874626122,0.7503998436365742
51002,shuffled,0.5,7,12,0.3,1.0,0.6399051889605369,0.7819332389931649
51002,shuffled,0.5,8,12,0.34,1.0,0.6399858902552998,0.773696604418202
51002,shuffled,0.5,9,12,0.3,1.0,0.63640457154982,0.7596290024871533
51002,shuffled,0.5,10,12,0.2,1.0,0.6362720249272926,0.7158095806169006
51002,shuffled,0.5,11,12,0.26,1.0,0.6399597718393852,0.7330693027743365
51002,shuffled,0.75,0,19,0.14,1.0,0.6399294643498057,0.668992986252543
51002,shuffled,0.75,1,19,0.18,1.0,0.6399640523275992,0.6525466026723541
51002,shuffled,0.75,2,19,0.1,1.0,0.6397601765843316,0.6729530901495865
51002,shuffled,0.75,3,19,0.06,1.0,0.6390415958917866,0.6398731846752328
51002,shuffled,0.75,4,19,0.06,1.0,0.639997634466074,0.6512156332230667
51002,shuffled,0.75,5,19,0.14,1.0,0.6399581895481841,0.6151176206887833
51002,shuffled,0.75,6,19,0.06,1.0,0.6399880558737899,0.6355110345292432
51002,shuffled,0.75,7,19,0.1,1.0,0.6399887649938041,0.6693142130118567
51002,shuffled,0.75,8,19,0.12,1.0,0.6399642550160904,0.6163767241743566
51002,shuffled,0.75,9,19,0.08,1.0,0.6399632463658314,0.6476344201586549
51002,shuffled,0.75,10,19,0.1,1.0,0.6399959983152231,0.664310081600765
51002,shuffled,0.75,11,19,0.06,1.0,0.6398743919806834,0.6396490374585369
51002,shuffled,0.9,0,22,0.04,1.0,0.6399901632202024,0.6277731477109982
51002,shuffled,0.9,1,22,0.08,1.0,0.6399693702506868,0.6133668656502279
51002,shuffled,0.9,2,22,0.1,1.0,0.6399479868436236,0.6210012446496921
